ID,PROPERTY ADDRESS,SUBMISSION DATE,OWNER NAME,OWNER DATE,OWNER MANAGEMENT AGENT NAME,OWNER NOTICES AGENT NAME,OWNER NOTICES AGENT PHONE,OWNER NOTICES AGENT EMAIL,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP,OWNER MANAGEMENT AGENT ADDRESS,OWNER MANAGEMENT AGENT CITY,OWNER MANAGEMENT AGENT STATE,OWNER MANAGEMENT AGENT ZIP,LOCATION
548211,3824 W 78th Pl,02/22/2023,Federal National Mortgage Association,02/03/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.71930705781665 41.75079375632532)
548213,5704 S May St,02/22/2023,5AIF Sycamore 2 LLC,01/24/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.65370606843325 41.79033685309921)
548218,8606 S Carpenter St,02/22/2023,Federal National Mortgage Association,02/08/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.64988559986091 41.73754491321685)
548884,2136 W 51st Pl,02/24/2023,"U.S. Bank Trust National Association, not in its individual",11/28/2022,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.67837354603212 41.80040760855681)
548980,7037 S Elizabeth St,02/24/2023,5AIF Sycamore 2 LLC,01/26/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.65520079244094 41.76574994383644)
548982,5536 S Bishop St,02/24/2023,5AIF Nutmeg LLC,01/26/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.661052979566 41.79256772704299)
548996,2203 W Lunt Av,02/24/2023,"Towd Point Mortgage Trust 2017-FRE2, U.S. Bank National Asso",01/09/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.68619776857786 42.00866601543421)
549019,11809 S Indiana Av,02/24/2023,5AIF Nutmeg LLC,01/26/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.61772024519377 41.679639555046634)
549023,7114 S Parnell Av,02/24/2023,5AIF Nutmeg LLC,01/26/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.63845577161158 41.76480923499343)
549024,5929 S Justine St,02/24/2023,5AIF Sycamore 2 LLC,01/26/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.66299789539774 41.78588471682818)
552802,8513 S Euclid Av,03/07/2023,US Bank Trust National Association,03/06/2023,Parkvue Realty,Parkvue Realty,(888) 998-4758,team@parkvuerealty.com,3501 W Algonquin Rd Ste 135,Rolling Meadows,IL,60008,3501 W Algonquin Rd Ste 135,Rolling Meadows,IL,60008,POINT (-87.5768416262175 41.74025031201355)
553048,6641 S Karlov Av,03/07/2023,U.S. Bank National Association,01/26/2023,Kathryn Florez,Kathryn Florez,(312) 932-8408,kathryn.florez@mccalla.com,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.7248811945189 41.771942421512236)
553692,8322 S Aberdeen St,03/09/2023,U.S. Bank National Association,02/23/2023,Kathryn Florez,Kathryn Florez,(312) 932-8408,kathryn.florez@mccalla.com,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.6512414526319 41.74253595458815)
553801,9341 S Normal Av,03/09/2023,5AIF Sycamore 2 LLC,02/08/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.63584881415845 41.723987593274316)
553804,1328 S Kolin Av,03/09/2023,5AIF Sycamore 2 LLC,02/08/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.73380070085614 41.863337206545694)
553833,11438 S May St,03/09/2023,5AIF Sycamore 2 LLC,02/08/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.65083033662683 41.68563510852195)
553834,11432 S May St,03/09/2023,5AIF Sycamore 2 LLC,02/08/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.65083619759206 41.68582198240267)
553867,7919 S Phillips Av,03/09/2023,5AIF Sycamore 2 LLC,02/09/2023,PRG Management,PRG Management,(312) 600-8896,reo@pearsonrealtygroup.com,19800 MacArthur Blvd Ste 1150,Irvine,CA,92612,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.5648619425498 41.751206089738126)
556515,5533 N Odell Av,03/14/2023,FAY SERVICING,12/07/2022,"Ryan Smith, Agent","LAW OFFICES OF IRA T. NEVEL, LLC",(312) 357-1125,pleadings@nevellaw.com,425 S FINANCIAL PL,CHICAGO,IL,60605,425 S FINANCIAL PL,CHICAGO,IL,60605,POINT (-87.8106913839897 41.97995982275946)
558392,2244 S Drake Av,03/16/2023,AMOS FINANCIAL LLC,02/10/2023,ANTHONY KOPP,ANTHONY KOPP,(847) 433-2600,Anthony@amosfinancial.com,"3350 SKOKIE VALLEY ROAD, STE 301",HIGHLAND PARK,IL,60035,"3350 SKOKIE VALLEY ROAD, STE 3",HIGHLAND PARK,IL,60035,POINT (-87.71388577291174 41.850367412922076)
560617,9256 S Loomis St,03/22/2023,Marathon Asset Management,01/06/2023,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E WHITESTONE BLVD STE 101,CEDAR PARK,TX,78613,POINT (-87.65805254767957 41.72507082371174)
562502,817 N Long Av,03/28/2023,Federal Home Loan Mortgage Corporation,03/15/2023,Remax Premier,Mera Kordic,(312) 720-6667,merakordic@hotmail.com,1207 N DEARBORN ST,CHICAGO,IL,60610,1207 N DEARBORN ST,CHICAGO,IL,60610,POINT (-87.76051543192686 41.895442378075934)
563005,6 E Monroe St,03/30/2023,"DLJ Mortgage Capital, Inc",10/18/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E WHITESTONE BLVD STE 101,CEDAR PARK,TX,78613,POINT (-87.62751820292168 41.88087809052511)
563130,5206 W Newport Av,03/30/2023,"Deutsche Bank National Trust Company, as trustee, on behalf",09/23/2022,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E WHITESTONE BLVD STE 101,CEDAR PARK,TX,78613,POINT (-87.75718709362245 41.943368973393184)
564202,6227 S Claremont Av,04/04/2023,MIDWEST REAL ESTATE INVESTMENT CO.,03/07/2023,DAVID GRAY,IRA T. NEVEL LLC,(312) 357-1125,pleadings@nevellaw.com,120 N LA SALLE ST,CHICAGO,IL,60602,"120 N LA SALLE ST ,",CHICAGO,IL,60602,POINT (-87.68221889855815 41.78020897751146)
565960,11265 S Laflin St,04/12/2023,"PNC Bank, National Association",10/21/2019,Oakriver Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S DECKER LAKE,Salt Lake City,UT,84119,1464 E WHITESTONE BLVD STE 101,CEDAR PARK,TX,78613,POINT (-87.65995574311248 41.688535067258854)
566435,4914 W Congress Pw,04/14/2023,US Bank National Association,03/28/2023,Kathryn Florez,Kathryn Florez,(312) 932-8408,kathryn.florez@mccalla.com,"1 N DEARBORN ST , SUITE 1200",CHICAGO,IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.74785018542603 41.874143564454926)
567068,6640 S Union Av,04/17/2023,"Sandra Landrum C/O Wells Fargo Bank, N.A.",03/16/2023,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.",(877) 617-5274,CodeViolations@wellsfargo.com,1 Home Campus MAC F2302-04M,Des Moines,IA,50328,2289 Howard St MAC F2302-04M,Evanston,IL,60202,POINT (-87.6427787665019 41.77311653513904)
567528,4343 S Marshfield Av,04/19/2023,"PNC Bank, National Association",04/03/2023,PNC Bank ATTN: Payment Services,PNC Bank National Association ATTN: Kyle Szymkowski,(440) 546-3456,kyle.szymkowski@pnc.com,3232 Newmark Dr,Miamisburg,OH,45342,3232 Newmark Dr Mailstop; B6-YM14-01-6,Miamisburg,OH,45342,POINT (-87.66621112719785 41.814586941837064)
568070,6517 S Peoria St,04/21/2023,"Bulkhead, LLC",04/01/2023,Robert Linn,Robert Linn,(773) 663-7772,navarch03@gmail.com,345 N LA SALLE DR,CHICAGO,IL,60654,345 N LA SALLE DR,CHICAGO,IL,60654,POINT (-87.6469615951653 41.77553443066549)
571061,11526 S Aberdeen St,04/25/2023,Federal National Mortgage Association,03/28/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.64956395212336 41.68415839000651)
571063,6137 S Racine Av,04/25/2023,Federal National Mortgage Association,03/31/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.65442053063853 41.78214064047796)
572881,4914 W Congress Pw,05/01/2023,US Bank National Association,03/28/2023,Kathryn Florez,Kathryn Florez,(312) 932-8408,kathryn.florez@mccalla.com,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.74785018542603 41.874143564454926)
575668,8626 S Aberdeen St,05/11/2023,Federal National Mortgage Association,04/24/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.6510847768337 41.73696190178842)
575670,10230 S Lowe Av,05/11/2023,Federal National Mortgage Association,04/12/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.63936090805161 41.707848112476846)
576307,8322 S Aberdeen St,05/15/2023,US Bank National Association,02/22/2023,Kathryn Florez,Kathryn Florez,(312) 932-8408,kathryn.florez@mccalla.com,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.6512414526319 41.74253595458815)
579212,1106 N Springfield Av,05/23/2023,U.S. Bank National Association,05/11/2023,Kathryn Florez,Kathryn Florez,(312) 932-8408,kathryn.florez@mccalla.com,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.72396133595737 41.90112677432523)
579262,6125 S Kolmar Av,05/23/2023,"Vesole Real Estate II, LLC",05/16/2023,Mike Dambrose,Mark Edison,(630) 495-3951,markedison@markedisonlaw.com,"242 N. York Street, Unit 319",Elmhurst,IL,60126,"242 N. York Street, Unit 319",Elmhurst,IL,60126,POINT (-87.73612810872439 41.78138122580668)
579856,11406 S Forrestville Av,05/25/2023,Servicemac USA,03/15/2023,Alicia Sirtak,Shayla Marchand,(469) 771-5520,Shayla.Marchand@mcs360.com,"9726 Old Bailes Rd, Suite 200",Fort Mill,SC,29707,15w030 North Frontage Rd,Burr Ridge,IL,60527,POINT (-87.60965105738019 41.68710370973367)
580782,655 W Irving Park Rd,05/30/2023,"PNC Bank, National Association",04/27/2023,PNC Bank NA,PNC Bank National Association Michael Gibson,(937) 619-2501,reo@pnc.com,3232 Newmark Drive B6 YM13-01-8,Miamisburg,OH,45342,249 Fifth Ave Mail Stop P1-POPP-17-B,Pittsburg,PA,15222,POINT (-87.64724433122487 41.95449395556194)
580816,661 W 117th Pl,05/30/2023,"Wells Fargo Bank, N.A.",01/27/2023,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.",(877) 617-5274,codeviolations@wellsfargo.com,1 Home MAC F2302-04M,Des Moines,IA,50328,1 Home MAC F2302-04M,Des Moines,IA,50328,POINT (-87.63958462723392 41.68066963156616)
580873,2202 W Granville Av,05/30/2023,PIMCO,03/14/2023,Katie Williams,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 South Decker Lake,Salt Lake City,UT,84119,1464 E WHITESTONE BLVD STE 101,CEDAR PARK,TX,78613,POINT (-87.68498677224123 41.994284595121094)
581387,7126 S Princeton Av,06/01/2023,"Wells Fargo Bank, N.A.",12/12/2022,"Wells Fargo Bank, N.A.","Wells Fargo Bank, N.A.",(877) 617-5274,CodeViolations@wellsfargo.com,1 Home Campus MAC F2302-04M,Des Moines,IA,50328,1 Home Campus MAC F2302-04M,Des Moines,IA,50328,POINT (-87.63233706093739 41.76456768066303)
582708,7022 S Carpenter St,06/06/2023,Federal National Mortgage Association,05/08/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.65065194209973 41.76621644964109)
582709,839 N Washtenaw Av,06/06/2023,Federal National Mortgage Association,05/08/2023,Pearson Realty Group,Pearson Realty Group,(773) 325-2800,reo@pearsonrealtygroup.com,1 S WACKER DR,CHICAGO,IL,60606,1000 N MILWAUKEE AVE STE 200,CHICAGO,IL,60642,POINT (-87.69411890509294 41.89683686210315)
582885,11322 S Lowe Av,06/07/2023,"Wells Fargo Bank, N.A., as Trustee, for Park Place Securitie",03/07/2023,Katie Williams,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E WHITESTONE BLVD STE 101,CEDAR PARK,TX,78613,POINT (-87.63875826243857 41.688050797312016)
582923,10 E Ontario St,06/07/2023,"JPMorgan Chase Bank, MSR Purchase",04/10/2023,Katie Williams,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E WHITESTONE BLVD STE 101,CEDAR PARK,TX,78613,POINT (-87.62770240071154 41.89338886697453)
582971,3934 W Montrose Av,06/07/2023,"JPMorgan Chase Bank, MSR Purchase",03/15/2023,Katie Williams,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E WHITESTONE BLVD STE 101,CEDAR PARK,TX,78613,POINT (-87.72682575647733 41.96106942201365)
582981,434 E 42nd Pl,06/07/2023,First Key -- Securitized,03/02/2023,Katie Williams,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E WHITESTONE BLVD STE 101,CEDAR PARK,TX,78613,POINT (-87.6151782427497 41.817671579631615)
583288,2427 N Monitor Av,06/08/2023,"DLJ Mortgage Capital, Inc.",03/22/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.77195102405672 41.92471695022607)
585333,8508 S May St,06/16/2023,Amos Financial LLC,06/16/2023,Anthony Kopp,Anthony Kopp,(847) 433-2600,john@amosfinancial.com,"3330 Skokie Valley Rd., #301",Highland Park,IL,60035,"3330 Skokie Valley Rd., #301",Highland Park,IL,60035,POINT (-87.65236447150697 41.7392753738528)
586207,3550 N Lake Shore Dr,06/21/2023,"U.S. Bank National Association, as Trustee for MASTR Asset B",05/10/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.64332385698383 41.94813046439078)
586268,617 E 90th St,06/21/2023,"Federal Home Loan Mortgage Corporation, as Trustee for the b",02/21/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S DECKER LAKE,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.6088096919925 41.731002094365074)
586570,5722 S Racine Av,06/22/2023,U.S. Bank National Association,06/05/2023,Kathryn Florez,Kathryn Florez,(312) 932-8408,kathryn.florez@mccalla.com,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,"1 N DEARBORN ST , SUITE 1200","Chicago, IL 60602",IL,60602,POINT (-87.65490908161911 41.789810066157706)
586919,7715 S Carpenter St,06/23/2023,REO Trust 2021-NR4,04/18/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.65004031789016 41.75370851803729)
588149,2614 E 79th St,06/28/2023,U.S Bank National Association,06/12/2023,Alexandra Oates,Kathryn Florez,(312) 346-9088,kathryn.florez@mccalla.com,1 N DEARBORN ST STE 1200,CHICAGO,IL,60602,1 N DEARBORN ST STE 1200,CHICAGO,IL,60602,POINT (-87.56078148377239 41.75191246589924)
588163,2427 N Marmora Av,06/28/2023,"DLJ Mortgage Capital, Inc.",03/22/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.77316681414396 41.92469767020213)
588174,4418 W Montana St,06/28/2023,Athene Annuity and Life Company,04/25/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.73742409313714 41.925466544284824)
590822,4600 N Cumberland Av,07/11/2023,New York Mortgage Trust,05/03/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.83684101760535 41.96314205845081)
591180,5722 S Racine Av,07/12/2023,US BANK NATIONAL ASSOCIATION,06/05/2023,Alexandra Oates,Alexandra Oates,(562) 793-7597,alexandra.oates@mccalla.com,4801 Frederica Street,Owensboro,KY,42301,1 N DEARBORN ST STE 1200,CHICAGO,IL,60602,POINT (-87.65490908161911 41.789810066157706)
591512,3807 W 63rd St,07/13/2023,"Towd Point Mortgage Trust 2019-HY1, U.S. Bank National Assoc",05/02/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.71820250277625 41.77861951971374)
593344,6218 S Ada St,07/20/2023,Chimera Investment Corporation,05/03/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.65837793549963 41.78068604548095)
594118,1632 N Narragansett Av,07/24/2023,"JPMorgan Chase Bank, MSR Purchase",05/12/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.78518134444627 41.91013500389681)
594188,126 S Menard Av,07/24/2023,Trunorth Star Credit Acquisition LLCc/o Fay Servicing,05/02/2023,"Eric Egeland, Agent",IRA T. NEVEL,(131) 235-7112,pleadings@nevellaw.com,400 S LA SALLE ST,CHICAGO,IL,60605,400 S LA SALLE ST,CHICAGO,IL,60605,POINT (-87.76983482585969 41.8782498140542)
594750,4351 W 76th St,07/26/2023,"DLJ Mortgage Capital, Inc.",05/05/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.73185695166357 41.754869191133515)
597908,9209 S Clyde Av,08/07/2023,Goldman Sachs Securities,06/27/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.5729084793526 41.72765579603544)
598300,11040 S Indiana Av,08/08/2023,Sn Servicing Corp,08/07/2023,Ira Mizell,Ira Mizell,(847) 674-4445,imgoldtree@gmail.com,323 5th St,Eureka,CA,95501,7923 N Lincoln Ave,Skokie,IL,60077,POINT (-87.6184009627961 41.69320057964035)
598503,5643 W Lawrence Av,08/09/2023,Redwood Residential Acquisition Corp,06/09/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.76914112565039 41.96765178307493)
598765,5742 S Dr Martin Luther King Jr Dr,08/10/2023,Illinois Housing Development Authority,05/26/2023,Grace Przybysz,"Law Offices of Ira T. Nevel, LLC",(312) 357-1125,pleadings@nevellaw.com,"1 Corporate Drive, Ste 360",Lake Zurich,IL,60047,3320 North Central Avenue,"Chicago,",IL,60634,POINT (-87.6160077775249 41.78989430869289)
599526,8846 S Dorchester Av,08/13/2023,Chimera - Kah Managed,06/06/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.59064217917872 41.73363119241969)
601015,2140 N Karlov Av,08/18/2023,"Caliber, MSR Purchase",04/18/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.72923890674065 41.92019079361296)
601046,6121 S Honore St,08/18/2023,"JPMorgan Chase Bank, MSR Purchase",06/14/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.67020324265877 41.782356393668536)
604385,111 E Chestnut St,09/04/2023,FIFTH THIRD BANK NA,04/25/2023,TAMIKA MARKS,TAMIKA MARKS,(773) 656-9895,MARKSREALTOR@YAHOO.COM,5050 KINGSLEY DRIVE,CINCINATTI,OH,45227,8242 S KEDZIE AVE,CHICAGO,IL,60652,POINT (-87.62516469194003 41.89826161908875)
604502,3519 W 58th St,09/05/2023,"JPMorgan Chase Bank, MSR Purchase",06/06/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.71153570661022 41.78782777663772)
604656,4921 N Lester Av,09/05/2023,"Towd Point Mortgage Trust 2019-3, U.S. Bank National Associa",06/20/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.7647198785301 41.970635070919116)
604658,35 N Latrobe Av,09/05/2023,Credit Suisse,06/07/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.75617463274297 41.88144549265309)
605262,8201 S Evans Av,09/07/2023,Athene Annuity and Life Company,06/28/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.60614624975426 41.745688763608754)
605531,11725 S Normal Av,09/08/2023,"Wilmington Savings Fund Society, FSB, not in its individual",06/28/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.63461519687186 41.6807628067686)
606544,9961 S Van Vlissingen Rd,09/13/2023,Fannie Mae,08/23/2023,Domain Realty,Domain Realty,(773) 235-9150,aw@domainreo.com,1 S WACKER DR,CHICAGO,IL,60606,2054 N CALIFORNIA AVE,CHICAGO,IL,60647,POINT (-87.57265964420998 41.71391323535264)
607753,1142 E 46th St,09/18/2023,"DLJ Mortgage Capital, Inc.",06/02/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.59759819470317 41.81156403369239)
607807,5851 S Neenah Av,09/19/2023,"Federal Home Loan Mortgage Corporation, as Trustee for the",08/16/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.78506433817594 41.785273123247265)
607866,5813 S Wabash Av,09/19/2023,"U.S. Bank Trust Company, National Association, as Trustee, a",07/27/2023,Oak River Property Management,James Halpin,(312) 263-1414,katie.williams@oakriverpm.com,3217 S Decker Lake Dr,Salt Lake City,UT,84119,1464 E Whitestone Blvd,CEDAR PARK,TX,78613,POINT (-87.6237894756233 41.78878654087089)
