SR_NUMBER,SR_TYPE,SR_SHORT_CODE,CREATED_DEPARTMENT,OWNER_DEPARTMENT,STATUS,ORIGIN,CREATED_DATE,LAST_MODIFIED_DATE,CLOSED_DATE,STREET_ADDRESS,CITY,STATE,ZIP_CODE,STREET_NUMBER,STREET_DIRECTION,STREET_NAME,STREET_TYPE,DUPLICATE,LEGACY_RECORD,LEGACY_SR_NUMBER,PARENT_SR_NUMBER,COMMUNITY_AREA,WARD,ELECTRICAL_DISTRICT,ELECTRICITY_GRID,POLICE_SECTOR,POLICE_DISTRICT,POLICE_BEAT,PRECINCT,SANITATION_DIVISION_DAYS,CREATED_HOUR,CREATED_DAY_OF_WEEK,CREATED_MONTH,X_COORDINATE,Y_COORDINATE,LATITUDE,LONGITUDE,LOCATION
SR25-00287633,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/23/2025 0:23,2/23/2025 0:23,,5060 W VAN BUREN ST,Chicago,Illinois,60644,5060,W,VAN BUREN,ST,FALSE,FALSE,,,25,29,,D023,3,15,1533,2,,0,1,2,1142646.644,1897563.733,41.87497243,-87.75173563,"(41.87497243082357, -87.75173562656443)"
SR25-00067992,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,1/13/2025 17:19,1/13/2025 17:20,,51 W 114TH ST,Chicago,Illinois,60628,51,W,114TH,ST,FALSE,FALSE,,,49,9,,P049,2,5,522,53,,17,2,1,1177743.345,1829294.963,41.686911,-87.6249405,"(41.686911000939745, -87.62494050000191)"
SR24-02039694,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,11/5/2024 10:59,11/5/2024 10:59,,5104 W WAVELAND AVE,,,,5104,W,WAVELAND,AVE,FALSE,FALSE,,,15,30,,D013,3,16,1634,9,,10,3,11,1141619.774,1924192.587,41.948064,-87.7548465,"(41.94806400094067, -87.75484650000192)"
SR25-00374116,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/9/2025 22:23,3/9/2025 22:23,,5110 W ALTGELD ST,,,,5110,W,ALTGELD,ST,FALSE,FALSE,,,19,31,,D016,2,25,2521,28,,22,1,3,1141816.782,1916230.647,41.926212,-87.75432,"(41.926212000940595, -87.7543200000019)"
SR25-00488510,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/27/2025 13:11,3/27/2025 13:11,,5127 N NASHVILLE AVE,,,,5127,N,NASHVILLE,AVE,FALSE,FALSE,,,10,41,,Z110,1,16,1613,47,,13,5,3,1131655.113,1933806.03,41.974623,-87.7912515,"(41.97462300094078, -87.7912515000019)"
SR25-00467451,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/24/2025 12:29,3/24/2025 12:29,,5148 S MERRIMAC AVE,Chicago,Illinois,60638,5148,S,MERRIMAC,AVE,TRUE,FALSE,,SR25-00031239,56,23,,A034,1,8,811,4,,12,2,3,1135511.398,1869571.134,41.798286,-87.7785975,"(41.79828600094014, -87.77859750000191)"
SR25-00439415,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/19/2025 10:58,3/19/2025 10:58,,5148 S MERRIMAC AVE,Chicago,Illinois,60638,5148,S,MERRIMAC,AVE,TRUE,FALSE,,SR25-00031239,56,23,,A034,1,8,811,4,,10,4,3,1135511.398,1869571.134,41.798286,-87.7785975,"(41.79828600094014, -87.77859750000191)"
SR25-00031239,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/7/2025 11:50,3/24/2025 12:29,,5148 S MERRIMAC AVE,Chicago,Illinois,60638,5148,S,MERRIMAC,AVE,FALSE,FALSE,,,56,23,,A034,1,8,811,4,,11,3,1,1135511.398,1869571.134,41.798286,-87.7785975,"(41.79828600094014, -87.77859750000191)"
SR25-00394376,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/12/2025 12:11,3/12/2025 12:12,,5152 W WARWICK AVE,,,,5152,W,WARWICK,AVE,FALSE,FALSE,,,15,30,,D013,3,16,1634,9,,12,4,3,1141135.271,1924514.02,41.948955,-87.7566195,"(41.9489550009407, -87.7566195000019)"
SR25-00312157,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/27/2025 6:47,2/27/2025 6:47,,5200 S MORGAN ST,Chicago,Illinois,60609,5200,S,MORGAN,ST,FALSE,FALSE,,,61,20,,N034,3,9,934,25,,6,5,2,1170453.246,1870288.397,41.799564,-87.6504375,"(41.79956400094015, -87.6504375000019)"
SR24-01676863,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/4/2024 16:37,9/4/2024 16:37,,521 W 87TH ST,Chicago,Illinois,60620,521,W,87TH,ST,FALSE,FALSE,,,71,21,,O043,2,22,2223,44,,16,4,9,1174252.572,1847055.668,41.735727,-87.637194,"(41.73572700093994, -87.63719400000191)"
SR24-02248680,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/13/2024 20:41,12/13/2024 20:41,,5216 S LAWNDALE AVE,Chicago,Illinois,60632,5216,S,LAWNDALE,AVE,FALSE,FALSE,,,62,23,,G034,2,8,822,24,,20,6,12,1152469.188,1869634.228,41.798142,-87.7164075,"(41.798142000940175, -87.71640750000192)"
SR25-00414810,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/15/2025 10:15,3/15/2025 10:15,,5218 S MARSHFIELD AVE,Chicago,Illinois,60609,5218,S,MARSHFIELD,AVE,FALSE,FALSE,,,61,16,,L034,3,9,932,12,,10,7,3,1166158.209,1870008.688,41.798889,-87.6661965,"(41.79888900094015, -87.66619650000192)"
SR24-01756959,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,9/18/2024 9:19,9/18/2024 9:20,,5233 W IRVING PARK RD,Chicago,Illinois,60641,5233,W,IRVING PARK,RD,FALSE,FALSE,,,15,45,,C013,3,16,1634,10,,9,4,9,1140609.877,1926006.066,41.953059,-87.758514,"(41.95305900094069, -87.75851400000191)"
SR24-01722702,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,9/12/2024 10:19,9/12/2024 10:19,,524 W 107TH ST,Chicago,Illinois,,524,W,107TH,ST,FALSE,FALSE,,,49,21,,O048,3,22,2233,22,,10,5,9,1174529.86,1833936.114,41.69971894,-87.63656711,"(41.69971893856746, -87.63656711211055)"
SR25-00462523,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/23/2025 13:26,3/23/2025 13:26,,5242 S MORGAN ST,Chicago,Illinois,60609,5242,S,MORGAN,ST,FALSE,FALSE,,,61,20,,N034,3,9,934,25,,13,1,3,1170462.69,1869871.944,41.798421,-87.650415,"(41.79842100094016, -87.65041500000191)"
SR25-00081815,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,1/16/2025 10:00,1/16/2025 10:00,,5244 S WOOD ST,Chicago,Illinois,60609,5244,S,WOOD,ST,FALSE,FALSE,,,61,16,,L034,3,9,932,8,,10,5,1,1165170.188,1869718.983,41.798115,-87.669828,"(41.79811500094014, -87.6698280000019)"
SR25-00235473,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/13/2025 9:00,2/13/2025 9:00,,5245 S MARSHFIELD AVE,Chicago,Illinois,60609,5245,S,MARSHFIELD,AVE,FALSE,FALSE,,,61,16,11,L034,3,9,932,12,,9,5,2,1166312.294,1869760.624,41.798205,-87.6656385,"(41.79820500094016, -87.6656385000019)"
SR25-00338288,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/4/2025 7:13,3/4/2025 7:13,,5252 S ARCHER AVE,Chicago,Illinois,60632,5252,S,ARCHER,AVE,TRUE,FALSE,,SR24-02300011,57,23,,E034,1,8,815,8,,7,3,3,1146788.317,1870266.484,41.799987,-87.7372245,"(41.79998700094019, -87.73722450000191)"
SR25-00240945,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/14/2025 3:35,2/14/2025 3:35,,5252 S ARCHER AVE,Chicago,Illinois,60632,5252,S,ARCHER,AVE,TRUE,FALSE,,SR24-02300011,57,23,,E034,1,8,815,8,,3,6,2,1146788.317,1870266.484,41.799987,-87.7372245,"(41.79998700094019, -87.73722450000191)"
SR25-00070310,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,1/14/2025 8:59,1/14/2025 8:59,,5252 S ARCHER AVE,Chicago,Illinois,60632,5252,S,ARCHER,AVE,TRUE,FALSE,,SR24-02300011,57,23,,E034,1,8,815,8,,8,3,1,1146788.317,1870266.484,41.799987,-87.7372245,"(41.79998700094019, -87.73722450000191)"
SR24-02300011,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,12/23/2024 23:32,3/4/2025 7:13,,5252 S ARCHER AVE,Chicago,Illinois,60632,5252,S,ARCHER,AVE,FALSE,FALSE,,,57,23,,E034,1,8,815,8,,23,2,12,1146788.317,1870266.484,41.799987,-87.7372245,"(41.79998700094019, -87.73722450000191)"
SR25-00397376,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/12/2025 17:20,3/12/2025 17:20,,5257 S EMERALD AVE,Chicago,Illinois,60609,5257,S,EMERALD,AVE,FALSE,FALSE,,,61,20,,O034,3,9,935,38,,17,4,3,1172273.281,1869794.565,41.798169,-87.6437775,"(41.798169000940156, -87.6437775000019)"
SR25-00030674,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,1/7/2025 10:28,1/7/2025 10:28,,5258 S HERMITAGE AVE,Chicago,Illinois,60609,5258,S,HERMITAGE,AVE,FALSE,FALSE,,,61,16,,L034,3,9,932,8,,10,3,1,1165502.474,1869593.64,41.797764,-87.668613,"(41.79776400094015, -87.6686130000019)"
SR25-00377728,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/10/2025 11:36,3/10/2025 11:36,,5259 S BISHOP ST,Chicago,Illinois,60609,5259,S,BISHOP,ST,FALSE,FALSE,,,61,16,,M034,3,9,934,21,,11,2,3,1167642.161,1869643.081,41.797854,-87.660765,"(41.79785400094017, -87.6607650000019)"
SR25-00068062,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,1/13/2025 17:31,1/13/2025 17:31,,53 W 114TH ST,Chicago,Illinois,60628,53,W,114TH,ST,FALSE,FALSE,,,49,9,,P049,2,5,522,53,,17,2,1,1177703.986,1829297.919,41.68692,-87.6250845,"(41.68692000093975, -87.62508450000192)"
SR25-00002465,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,1/1/2025 16:02,1/1/2025 16:02,,5300 S HERMITAGE AVE,Chicago,Illinois,60609,5300,S,HERMITAGE,AVE,FALSE,FALSE,,,61,16,,L034,3,9,932,2,,16,4,1,1165485.793,1869370.489,41.797152,-87.6686805,"(41.797152000940144, -87.6686805000019)"
SR24-02278488,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,12/19/2024 12:58,12/19/2024 12:59,,5317 S WINCHESTER AVE,Chicago,Illinois,60609,5317,S,WINCHESTER,AVE,FALSE,FALSE,,,61,16,,L034,3,9,932,2,,12,5,12,1164352.181,1869338.793,41.797089,-87.6728385,"(41.797089000940154, -87.67283850000189)"
SR25-00205597,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,2/7/2025 12:27,2/7/2025 12:27,,5330 S MAYFIELD AVE,Chicago,Illinois,60638,5330,S,MAYFIELD,AVE,FALSE,FALSE,,,56,23,,B034,1,8,811,22,,12,6,2,1137879.297,1868500.962,41.795307,-87.7699395,"(41.79530700094016, -87.76993950000191)"
SR25-00336105,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/3/2025 16:08,3/3/2025 16:08,,5338 S KEELER AVE,Chicago,Illinois,60632,5338,S,KEELER,AVE,FALSE,FALSE,,,62,23,,F034,1,8,815,26,,16,2,3,1149199.382,1868709.072,41.795667,-87.7284225,"(41.79566700094015, -87.72842250000191)"
SR24-01878707,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,10/8/2024 12:17,10/8/2024 12:17,,5339 S PEORIA ST,Chicago,Illinois,60609,5339,S,PEORIA,ST,FALSE,FALSE,,,61,16,,N034,3,9,934,32,,12,3,10,1171283.682,1869248.768,41.796693,-87.6474225,"(41.79669300094017, -87.64742250000191)"
SR25-00393940,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/12/2025 11:25,3/12/2025 11:26,,5341 W WARWICK AVE,,,,5341,W,WARWICK,AVE,FALSE,FALSE,,,15,30,,C013,3,16,1634,16,,11,4,3,1139906.645,1924383.063,41.94861824,-87.761139,"(41.94861824126606, -87.76113899725102)"
SR25-00479995,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/26/2025 11:26,3/26/2025 11:26,,5349 W PATTERSON AVE,,,,5349,W,PATTERSON,AVE,FALSE,FALSE,,,15,30,,C013,3,16,1634,4,,11,4,3,1139857.952,1923669.119,41.94666,-87.7613355,"(41.94666000094069, -87.76133550000192)"
SR24-02246352,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,12/13/2024 13:23,12/13/2024 13:23,,5400 S PAULINA ST,Chicago,Illinois,60609,5400,S,PAULINA,ST,FALSE,FALSE,,,61,16,,L034,3,9,932,12,,13,6,12,1165859.198,1868848.621,41.795712,-87.667326,"(41.79571200094017, -87.66732600000192)"
SR25-00267358,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/19/2025 11:13,2/19/2025 12:00,,5403 S PRINCETON AVE,Chicago,Illinois,60609,5403,S,PRINCETON,AVE,TRUE,FALSE,,SR25-00216737,37,20,,P034,3,9,935,36,,11,4,2,1175275.662,1869084.175,41.796153,-87.6327885,"(41.79615300094015, -87.63278850000191)"
SR25-00216737,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,2/10/2025 9:13,2/19/2025 11:13,,5403 S PRINCETON AVE,Chicago,Illinois,60609,5403,S,PRINCETON,AVE,FALSE,FALSE,,,37,20,,P034,3,9,935,36,,9,2,2,1175275.662,1869084.175,41.796153,-87.6327885,"(41.79615300094015, -87.63278850000191)"
SR25-00488593,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/27/2025 13:22,3/27/2025 13:22,,5438 N NAGLE AVE,,,,5438,N,NAGLE,AVE,FALSE,FALSE,,,10,41,,Z109,1,16,1613,45,,13,5,3,1132506.664,1935943.284,41.980473,-87.78807,"(41.98047300094076, -87.78807000000192)"
SR24-01801939,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,9/25/2024 13:32,9/25/2024 13:32,,5444 S SEELEY AVE,,,,5444,S,SEELEY,AVE,FALSE,FALSE,,,61,16,,K034,3,9,932,2,,13,4,9,1163552.211,1868361.859,41.794425,-87.6757995,"(41.79442500094014, -87.6757995000019)"
SR24-01617611,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,8/26/2024 9:47,8/26/2024 9:47,,5445 S LAFLIN ST,Chicago,Illinois,60609,5445,S,LAFLIN,ST,FALSE,FALSE,,,61,16,,M034,3,9,934,21,,9,2,8,1167281.759,1868453.978,41.79459869,-87.6621207,"(41.79459869166406, -87.66212070430335)"
SR25-00488491,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/27/2025 13:09,3/27/2025 13:10,,5454 N NAGLE AVE,,,,5454,N,NAGLE,AVE,FALSE,FALSE,,,10,41,,Z109,1,16,1613,45,,13,5,3,1132505.724,1936090.868,41.980878,-87.78807,"(41.98087800094077, -87.78807000000194)"
SR24-01380489,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,7/21/2024 7:42,7/21/2024 7:42,,5500 W PENSACOLA AVE,,,,5500,W,PENSACOLA,AVE,FALSE,FALSE,,,15,45,,C012,2,16,1624,31,,7,1,7,1138843.045,1928470.509,41.959854,-87.764949,"(41.959854000940716, -87.7649490000019)"
SR24-02149950,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/25/2024 8:14,11/25/2024 8:14,,5517 S WINCHESTER AVE,Chicago,Illinois,60636,5517,S,WINCHESTER,AVE,FALSE,FALSE,,,67,16,,L035,1,7,715,23,,8,2,11,1164318.006,1867858.941,41.79302882,-87.67300551,"(41.79302882375831, -87.67300550996775)"
SR24-01657365,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/1/2024 9:58,9/1/2024 9:58,,5518 S HONORE ST,Chicago,Illinois,60636,5518,S,HONORE,ST,FALSE,FALSE,,,67,16,,L035,1,7,715,23,,9,1,9,1164893.738,1867853.961,41.793003,-87.6708945,"(41.79300300094013, -87.67089450000192)"
SR25-00395738,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,3/12/2025 14:11,3/12/2025 14:12,,552 N CENTRAL PARK AVE,,,,552,N,CENTRAL PARK,AVE,FALSE,FALSE,,,23,27,,G021,2,11,1122,23,,14,4,3,1152198.922,1903675.94,41.891562,-87.716502,"(41.89156200094048, -87.7165020000019)"
SR25-00232829,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/12/2025 16:15,2/12/2025 16:16,,5526 S LA SALLE ST,Chicago,Illinois,60621,5526,S,LA SALLE,ST,FALSE,FALSE,,,68,20,12,P035,2,2,225,16,,16,4,2,1176156.293,1868091.04,41.793408,-87.629589,"(41.79340800094015, -87.62958900000191)"
SR24-02139895,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,11/22/2024 17:17,11/22/2024 17:17,,5534 S WOLCOTT AVE,Chicago,Illinois,60636,5534,S,WOLCOTT,AVE,FALSE,FALSE,,,67,16,,L035,1,7,715,23,,17,6,11,1164623.45,1867665.27,41.79249092,-87.67189094,"(41.79249092089071, -87.67189094146546)"
SR25-00493413,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,3/28/2025 9:56,3/28/2025 9:56,,5544 S WOLCOTT AVE,Chicago,Illinois,60636,5544,S,WOLCOTT,AVE,FALSE,FALSE,,,67,16,,L035,1,7,715,23,,9,6,3,1164568.19,1867579.236,41.792256,-87.672096,"(41.79225600094013, -87.6720960000019)"
SR25-00266354,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,2/19/2025 9:03,2/19/2025 9:03,,5544 S WOLCOTT AVE,Chicago,Illinois,60636,5544,S,WOLCOTT,AVE,FALSE,FALSE,,,67,16,,L035,1,7,715,23,,9,4,2,1164568.19,1867579.236,41.792256,-87.672096,"(41.79225600094013, -87.6720960000019)"
SR25-00265138,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/18/2025 21:52,2/18/2025 21:52,,5544 S WOLCOTT AVE,,,,5544,S,WOLCOTT,AVE,FALSE,FALSE,,,67,16,,L035,1,7,715,23,,21,3,2,1164568.19,1867579.236,41.792256,-87.672096,"(41.79225600094013, -87.6720960000019)"
SR25-00068071,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,1/13/2025 17:32,1/13/2025 17:32,,56 W 114TH PL,Chicago,Illinois,60628,56,W,114TH,PL,FALSE,FALSE,,,49,9,,P049,2,5,522,53,,17,2,1,1177711.749,1829101.201,41.68638,-87.625062,"(41.68638000093975, -87.62506200000193)"
SR25-00067641,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,1/13/2025 16:27,1/13/2025 16:27,,56 W 114TH PL,Chicago,Illinois,60628,56,W,114TH,PL,FALSE,FALSE,,,49,9,,P049,2,5,522,53,,16,2,1,1177711.749,1829101.201,41.68638,-87.625062,"(41.68638000093975, -87.62506200000193)"
SR25-00237042,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Mobile Device,2/13/2025 12:32,2/13/2025 12:32,,5611 N NAGLE AVE,,,,5611,N,NAGLE,AVE,FALSE,FALSE,,,10,45,,A008,2,16,1622,43,,12,5,2,1132670.089,1936987.293,41.983335,-87.7874445,"(41.9833350009408, -87.7874445000019)"
SR24-02201440,Vacant/Abandoned Building Complaint,BBK,Streets and Sanitation,DOB - Buildings,Open,Phone Call,12/5/2024 11:05,12/5/2024 11:05,,5628 S RACINE AVE,Chicago,Illinois,60636,5628,S,RACINE,AVE,FALSE,FALSE,,,67,16,,M035,1,7,713,15,,11,5,12,1169217.583,1867333.4,41.791482,-87.6550545,"(41.79148200094012, -87.6550545000019)"
SR24-01821044,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,9/28/2024 17:01,9/28/2024 17:01,,5635 S MARSHFIELD AVE,Chicago,Illinois,60636,5635,S,MARSHFIELD,AVE,FALSE,FALSE,,,67,16,,L035,1,7,715,10,,17,7,9,1166386.335,1867180.044,41.791122,-87.6654405,"(41.79112200094012, -87.6654405000019)"
SR24-01929845,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Phone Call,10/17/2024 9:18,10/17/2024 9:18,,5649 S WOLCOTT AVE,Chicago,Illinois,60636,5649,S,WOLCOTT,AVE,FALSE,FALSE,,,67,15,,L035,1,7,715,23,,9,5,10,1164725.975,1867009.777,41.79069,-87.6715335,"(41.79069000094014, -87.6715335000019)"
SR25-00418534,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Internet,3/15/2025 22:17,3/15/2025 22:17,,5652 S GREEN ST,Chicago,Illinois,60621,5652,S,GREEN,ST,FALSE,FALSE,,,68,16,,N035,1,7,712,32,,22,7,3,1171529.935,1867148.413,41.790924,-87.646581,"(41.790924000940116, -87.6465810000019)"
SR25-00175692,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,2/3/2025 7:59,2/3/2025 7:59,,5655 S MAY ST,Chicago,Illinois,60621,5655,S,MAY,ST,FALSE,FALSE,,,68,16,,N035,1,7,712,15,,7,2,2,1169638.58,1867060.368,41.79072365,-87.6535187,"(41.790723645888654, -87.65351870393218)"
SR24-00910195,Vacant/Abandoned Building Complaint,BBK,DOB - Buildings,DOB - Buildings,Open,Phone Call,5/17/2024 8:21,5/17/2024 8:21,,5700 W LAWRENCE AVE,Chicago,Illinois,60630,5700,W,LAWRENCE,AVE,FALSE,FALSE,,,15,45,,B010,2,16,1622,28,,8,6,5,1137381.994,1931368.586,41.96783306,-87.77025056,"(41.967833060872806, -87.77025055993396)"
SR25-00501277,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/29/2025 16:50,3/29/2025 16:50,,5708 S ABERDEEN ST,Chicago,Illinois,60621,5708,S,ABERDEEN,ST,FALSE,FALSE,,,68,16,,N035,1,7,712,26,,16,7,3,1169881.374,1866886.042,41.79024,-87.6526335,"(41.790240000940145, -87.65263350000193)"
SR25-00468074,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,3/24/2025 13:32,3/24/2025 13:32,,5708 S ABERDEEN ST,Chicago,Illinois,60621,5708,S,ABERDEEN,ST,FALSE,FALSE,,,68,16,,N035,1,7,712,26,,13,2,3,1169881.374,1866886.042,41.79024,-87.6526335,"(41.790240000940145, -87.65263350000193)"
SR25-00464165,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/23/2025 20:40,3/23/2025 20:40,,5708 S ABERDEEN ST,Chicago,Illinois,60621,5708,S,ABERDEEN,ST,FALSE,FALSE,,,68,16,,N035,1,7,712,26,,20,1,3,1169881.374,1866886.042,41.79024,-87.6526335,"(41.790240000940145, -87.65263350000193)"
SR25-00453677,Vacant/Abandoned Building Complaint,BBK,,DOB - Buildings,Open,Alderman's Office,3/21/2025 12:57,3/21/2025 12:57,,5708 S ABERDEEN ST,Chicago,Illinois,60621,5708,S,ABERDEEN,ST,FALSE,FALSE,,,68,16,,N035,1,7,712,26,,12,6,3,1169881.374,1866886.042,41.79024,-87.6526335,"(41.790240000940145, -87.65263350000193)"
SR25-00451042,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/21/2025 7:03,3/21/2025 7:03,,5708 S ABERDEEN ST,Chicago,Illinois,60621,5708,S,ABERDEEN,ST,FALSE,FALSE,,,68,16,,N035,1,7,712,26,,7,6,3,1169881.374,1866886.042,41.79024,-87.6526335,"(41.790240000940145, -87.65263350000193)"
SR25-00447705,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,3/20/2025 13:52,3/20/2025 13:52,,5708 S ABERDEEN ST,Chicago,Illinois,60621,5708,S,ABERDEEN,ST,FALSE,FALSE,,,68,16,,N035,1,7,712,26,,13,5,3,1169881.374,1866886.042,41.79024,-87.6526335,"(41.790240000940145, -87.65263350000193)"
SR25-00404008,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/13/2025 15:31,3/13/2025 15:31,,5717 S ASHLAND AVE,Chicago,Illinois,60636,5717,S,ASHLAND,AVE,FALSE,FALSE,,,67,16,,M035,1,7,713,5,,15,5,3,1166757.009,1866700.805,41.789799,-87.664095,"(41.78979900094013, -87.66409500000191)"
SR24-01293069,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,7/10/2024 9:05,7/10/2024 9:05,,5719 S SEELEY AVE,Chicago,Illinois,60636,5719,S,SEELEY,AVE,FALSE,FALSE,,,67,15,,K035,1,7,715,21,,9,4,7,1163745.927,1866621.804,41.789646,-87.675138,"(41.789646000940145, -87.67513800000192)"
SR24-01816121,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,9/27/2024 15:40,9/27/2024 15:40,,5739 S THROOP ST,Chicago,Illinois,60636,5739,S,THROOP,ST,FALSE,FALSE,,,67,16,,M035,1,7,713,14,,15,6,9,1168713.177,1866555.407,41.789358,-87.6569265,"(41.78935800094012, -87.65692650000192)"
SR24-01702907,Vacant/Abandoned Building Complaint,BBK,Streets and Sanitation,DOB - Buildings,Open,Phone Call,9/9/2024 12:01,9/9/2024 12:01,,5739 S THROOP ST,Chicago,Illinois,60636,5739,S,THROOP,ST,FALSE,FALSE,,,67,16,,M035,1,7,713,14,,12,2,9,1168713.177,1866555.407,41.789358,-87.6569265,"(41.78935800094012, -87.65692650000192)"
SR25-00339755,Vacant/Abandoned Building Complaint,BBK,311 City Services,DOB - Buildings,Open,Phone Call,3/4/2025 10:24,3/4/2025 10:24,,5757 S CARPENTER ST,Chicago,Illinois,60621,5757,S,CARPENTER,ST,FALSE,FALSE,,,68,16,,N035,1,7,712,36,,10,3,3,1170383.513,1866398.061,41.78889,-87.6508065,"(41.788890000940114, -87.6508065000019)"
SR25-00317175,Vacant/Abandoned Building Complaint,BBK,Alderman,DOB - Buildings,Open,Alderman's Office,2/27/2025 17:11,2/27/2025 17:11,,58 W 103RD PL,Chicago,Illinois,60628,58,W,103RD,PL,FALSE,FALSE,,,49,9,,P047,1,5,512,18,,17,5,2,1177476.058,1836393.34,41.706396,-87.6257055,"(41.70639600093982, -87.62570550000191)"
